title,rating,review
Bad reviews from family,1.0,I sent this to my family at Christmas. The feedback I got was that these are not even close to true biscotti. My family did not care for them at all. One family member took the assortment to the office and people there did not care for them either.
... daughter for the holidays 🎄 Her and her family loved it! The assorted flavors were good and they ...,5.0,"I had sent this gift to my daughter for the holidays 🎄 Her and her family loved it! The assorted flavors were good and they enjoyed trying most of them. I am sure they will discover new taste as they dig into it more!
Regards 👍"
Good purchase for a Gift,5.0,I bought these for my Mothers birthday. She says they are delicious.
"Decent Taste, Came in Pieces",2.0,Gave as a gift and was later told arrived all broken. Needs to ship better.
Excellent,5.0,THey received it and didnt know who it was from because there was no place to put the words gift
Scary good!,5.0,"I love biscotti, these are the best I've ever tasted! I'm going to reorder shortly to the folks in my Dr.'s office. Now, if you'll excuse me I've got to hide these from my husband."
Great product great packaging great price!,5.0,This was the most perfect gift to send to both my mother and my mother in law as a holiday gift. Your quality and packaging were amazing...i took a chance but I plan on using you again this year!
Thank you,5.0,The kids loved them
"Melted, packaged upside down… nothing like the photos.",1.0,Sent to 2 addresses and both arrived melted and damaged… Don't order!!!
Mom Loved These,5.0,I bought these as a gift for my 93-year-old mother-in-law who enjoys biscotti with her tea. She said these biscotti were the most delicious ever!
It you want a nice expense presentation to give someone,5.0,"It you want a nice expense presentation to give someone, this is it. I gave this as a gift, and my husbands boss, almost finished the entire thing right then. She loved the flavor, these were fresh and again, they looked amazing."
Delivery could be better,3.0,"I bought this as a gift for my parents. The outer box arrived damaged though the biscotti were still in tact. The biscotti themselves, I’m told, were okay"
Not impressed - taste was not as Ao had perceived,1.0,I would not recommend this
These are both beautiful and delicious!,5.0,"I sent this to my 93 year old Italian, cookie loving aunt. She gave them an incredibly high rating. She loved them. They arrived on time and beautifully packaged."
Cookies,5.0,Loved them
Very Tasty!,5.0,"I bought this as a gift for my husband. He loved it! It has a huge selection of tasty treats, and they were fresh and enjoyable."
Wouldn’t recommend,2.0,"I was really looking forward to this special treat for myself. I liked the presentation. However, the biscotti wasn’t firm and crunchy. It crumbled when held and tasted stale. 😏"
"Great, Different, Delicious!",5.0,"Mmmmmmmm! Twice ordered and shipped. Twice rated Good treats! Sent to acousin in Texas and a sister in California BOTH told me that these were out of sight flavored biscotti! They loved them, got them unbroken and loved the flavor."
Satisfying,5.0,Satisfying
Perfect,5.0,Excellent 🌟
Taste & texture are awful. Topping also…awful!,1.0,"I ordered these cookies for part of my dessert table. I was very disappointed. Being Italian, I know good biscotti, and this cookie didn’t come close.
Glad I didn’t buy them for a gift. I would have been VERY embarrassed. I could have gone to my local grocery store, and bought better packaged cookies."
Cookies,5.0,Cookies were delicious and fresh. Makes a very nice gift!
My Wife Loved them,5.0,They were gone in a day
CRUMMY,1.0,"Biscotti was dry and crumbly. Box was pretty -- but biscotti arrived broken. I would NOT recommend this product. Unfortunately, company offers no return or refund. VERY expensive purchase -- especially since product ended up in garbage."
Great gift.,5.0,This is a go to for gifts during so much time at home.
Nothing Like Biscotti I've Ever Had!,1.0,Purchased this as a gift for Valentine's Day and it was a big bust. This looks like biscotti but tastes like and has the texture of a cookie. Nothing like biscotti. Tried a few and threw out the rest. Huge disappointment!
A great gift . . .,5.0,. . . particularly when you can order it sent to someplace on the other side of the country.
Delicious.,5.0,"Absolutely delicious, just like I remember from my childhood. Flavorful, just the right crunch."
This is NOT Biscotti!!,2.0,"We are quite disappointed. There is nothing biscotti-like about this pastry. No spice, no almonds, no taste, just loads of sugar with pretty toppings. Basically dry cake in a pretty box."
My Dad loved them....and my Mom stooled them!,5.0,My Dad loved them....and my Mom stooled them!
Made a good impression,5.0,I sent these out to clients. Everyone commented that they were delicious.
La exclusividad,5.0,Sabor y frescura ideal
Very nice biscotti box,5.0,I was very pleased by the presentation it was for a gift so I couldn't taste them but they really looked delicious .
Okay but I’ve had better,2.0,"I received the box and opened as it had a nice gift box and ribbon. It was totally sealed with plastic. Once I opened the plastic I saw a nice layout of the biscotti’s but saw that some of the biscottis were crumbling.
The taste was ok...I’ve had better. I would recommend that the seller insert a layout of what each biscotti is and it’s toppings."
Biscotti,5.0,Excellent all of the way around
Great gift,5.0,Great to give as a gift
Delicious Elegant Gift,5.0,"Amazing! Delicious!
Got this as a gift for my parents, and after the first bite, I am ready to order a second box for myself!"
great gift,5.0,sent this instead of birthday cake. Perfect. Made the fun last more than one day and so tasty.
DEFINITELY WORTH IT!!!,5.0,Ordered them as a last minute birthday gift and they showed up exactly when I needed them too!! 😊😊 the box is elegant and the product looked amazing! (He wouldn't share so I can't comment on taste😂🤣)
These were a gift. They didn't get me laid ...,4.0,These were a gift. They didn't get me laid. Four stars.
More like a cookie,4.0,Not as hard as most biscotti. More like a cookie.
You will not be able to eat just one!!,5.0,I sent this product for a birthday gift and it was well received delivered perfectly timed. I was told they were great and you can't just eat one.
Decadent!!!,5.0,"Gave as Birthday gift, she loved them. Only problem -- to keep from trying all the flavors at once. Presented well. Came in timely manner, packaged fresh! Recommend for yourself or as a gift. Yummm!"
Not worth a gift.,2.0,Does not look appealing. Even the big box is small. I will not send it as a gift .
